initial_token,token_with_border
kirayədə,kirayəd<>ə
yayarak,yayar<>a<>k
vaxtiylə,vaxtiy<>l<>ə
yetə,yet<>ə
kolmar,kol<>ma<>r
pompası,pompa<>s<>ı
eskizin,eskizi<>n
srvtlrl,srvtlr<>l
urmiyaya,urmiyay<>a
parkdan,par<>kda<>n
ilyada,ilyad<>a
borçlar,bor<>çlar
serjant,ser<>jan<>t
arapları,ara<>pları
mövləvi,möv<>ləv<>i
qoya,qoy<>a
tiplidi,tipli<>d<>i
başlatan,baş<>l<>atan
gəlmirsə,gəl<>mirs<>ə
bankomat,ban<>komat
geçme,geç<>me
xocaliya,xocaliy<>a
keçiriln,keç<>i<>riln
alınt,alı<>n<>t
doğmuştu,doğ<>muşt<>u
meyildi,mey<>ild<>i
nazirini,nazirin<>i
yekeler,yekel<>e<>r
narədu,narəd<>u
oyunçusu,oyunçus<>u
müdrük,müd<>rü<>k
babək,babə<>k
evrakın,evrakı<>n
drismail,drisma<>i<>l
qalmaz,qal<>maz
ağaye,ağa<>ye
dftrlr,dftrl<>r
statusu,sta<>tusu
olmadıq,olm<>a<>dıq
qaydadır,qay<>dadı<>r
android,androi<>d
rəhmonun,rəhmon<>u<>n
qazanın,qaz<>a<>nın
hərəkəti,hər<>əkəti
santoro,san<>toro
bilib,bil<>i<>b
mindir,min<>dir
karadağ,kar<>a<>dağ
paylaşı,pay<>laşı
türünü,tür<>ünü
yazın,yaz<>ı<>n
izlyrk,izlyr<>k
konsert,kon<>s<>ert
qınali,qınal<>i
mərdali,mər<>dal<>i
tanıdı,tan<>ı<>dı
altıya,altıy<>a
yarimsar,yarims<>a<>r
əzizovun,əzizovu<>n
beşsimli,beşsim<>l<>i
kağanin,kağani<>n
akta,akt<>a
görüblə,gör<>ü<>blə
aybek,aybe<>k
olmişdi,olm<>işdi
bohuslav,bohusla<>v
yazlar,yaz<>la<>r
mehtiyev,mehtiy<>e<>v
bulamadı,bul<>amadı
köçməyi,köç<>məyi
avazın,avazı<>n
yetim,yet<>i<>m
köyünden,köyünde<>n
rabbani,rabba<>n<>i
gözlyi,göz<>l<>yi
ötede,öted<>e
sermye,ser<>my<>e
gerilla,ger<>ill<>a
tramp,tra<>mp
girov,gir<>ov
baharsız,bahars<>ı<>z
sağlam,sağ<>l<>am
salal,sal<>al
açıldı,açı<>ldı
qayit,qay<>it
xaşramın,xaşram<>ı<>n
danışığı,dan<>ı<>şığı
borca,bor<>ca
çıxarıb,çıx<>a<>rıb
ardenler,ardenl<>e<>r
çoktur,çoktu<>r
misirdən,misird<>ə<>n
yasanın,yasan<>ı<>n
duyğular,duy<>ğular
şurun,şuru<>n
monoloq,monolo<>q
kontenti,kon<>tent<>i
mili,mil<>i
qiymt,qiy<>m<>t
dürzler,dürzl<>e<>r
edilməd,edi<>l<>məd
durğu,dur<>ğu
ideali,ide<>ali
jrili,jri<>l<>i
xalları,xallar<>ı
xurxi,xurx<>i
kabileyi,kab<>iley<>i
nümumi,nüm<>um<>i
comment,commen<>t
duvağına,duvağı<>n<>a
zülfiqar,zülfiq<>a<>r
filoloji,fil<>oloj<>i
nndaçıq,nndaç<>ı<>q
getsin,get<>si<>n
kılmıştı,kılmış<>t<>ı
təsvirlə,təs<>virlə
haliyle,haliy<>l<>e
birliyə,bir<>l<>iyə
gəlür,gəl<>ür
gözden,göz<>de<>n
günə,gün<>ə
abdiali,abdia<>l<>i
pmasallı,pmasal<>l<>ı
segahına,segahı<>n<>a
keeling,keeli<>n<>g
hadlisə,hadlis<>ə
bağlıdı,bağ<>l<>ıdı
hjlp,hjl<>p
tanıyan,tan<>ı<>yan
savunmuş,sav<>unmuş
təbriki,təb<>riki
insayder,ins<>ayde<>r
mhpli,mhpl<>i
uçotunda,uçotund<>a
meresyev,meresy<>e<>v
güclənmə,güc<>lənmə
gəlirini,gəl<>irin<>i
gücün,güc<>ün
apiapai,apiapa<>i
kapattı,kap<>att<>ı
katı,kat<>ı
boynunda,boynund<>a
cavbid,cav<>bi<>d
mohila,mohi<>l<>a
lçin,lç<>i<>n
sonshid,son<>shi<>d
közhan,közh<>a<>n
kurslara,kur<>slara
dmeəyə,dmeəy<>ə
məsaili,məsai<>l<>i
loqlara,loqlar<>a
fərəcova,fər<>əcova
tefeci,tefec<>i
veriblər,ver<>iblə<>r
düşməmiş,düş<>məmi<>ş
nicat,nica<>t
kurulda,kur<>u<>lda
zavuli,zavul<>i
yapılıp,yap<>ı<>lıp
taşdemir,taşdem<>i<>r
boranlar,boranl<>a<>r
yüksk,yük<>s<>k
şükürlər,şükürlə<>r
suariş,suar<>i<>ş
inmesine,inmesi<>n<>e
pkleski,pkles<>k<>i
prestij,pre<>stij
vermekle,ver<>mekl<>e
kumlmek,kumlm<>e<>k
gagor,gago<>r
imha,imh<>a
məktəbim,mək<>təbim
tkilatnn,tkilatn<>n
görür,gör<>ü<>r
tutuyor,tut<>u<>yor
açarkən,açark<>ə<>n
olarm,ola<>rm
azərqaz,azə<>r<>qaz
faryab,farya<>b
epoxanı,epoxan<>ı
toplumla,top<>l<>umla
cıdır,cıd<>ı<>r
xuliti,xulit<>i
yazıma,yaz<>ı<>ma
dəsti,dəs<>t<>i
bıkan,bık<>a<>n
cürümün,cürüm<>ü<>n
şəymən,şəym<>ə<>n
öyrətmək,öyr<>ə<>tmək
iftixar,iftix<>a<>r
tevratta,tevratt<>a
kuzuyla,kuzuy<>l<>a
loqları,loqlar<>ı
fikrimdə,fikrimd<>ə
gelire,gel<>i<>re
dühası,dühas<>ı
debetlə,debet<>l<>ə
forumda,for<>umd<>a
parage,par<>age
belkıs,bel<>kı<>s
köydəki,köydə<>k<>i
fərzənt,fər<>zən<>t
yarıyor,yar<>ıyo<>r
allpaper,allpap<>e<>r
şamdan,şamda<>n
tələbi,təl<>əbi
genera,gen<>era
pırasa,pıra<>s<>a
gerçekse,ger<>çeks<>e
görulür,gör<>ulü<>r
nurudin,nurud<>i<>n
edilmel,edi<>l<>mel
artış,art<>ı<>ş
çıkt,çık<>t
itlər,itlə<>r
işkafın,işkaf<>ı<>n
virtuoz,virtuo<>z
gelirler,gel<>i<>rler
vurdu,vur<>du
adayını,ada<>yın<>ı
söküldi,söküld<>i
almayaca,alm<>a<>yaca
norveçin,norveçi<>n
eserde,eserd<>e
vabariik,vabari<>i<>k
aramızda,ara<>mızda
iyulda,iyuld<>a
sözümüzü,söz<>ümüzü
sınavda,sın<>avd<>a
direkt,dir<>ekt
sözcüsü,söz<>cüs<>ü
iqtibas,iqtiba<>s
kaçaklık,kaçaklı<>k
aparım,apa<>r<>ım
derdi,der<>di
manatla,man<>atla
bark,bar<>k
çalı,çal<>ı
vəzifələ,vəz<>ifələ
özneldi,öznel<>d<>i
seyrci,seyrc<>i
porsox,porso<>x
səmanı,səman<>ı
olmuşt,olm<>uşt
gülnur,gül<>nu<>r
kartal,kar<>tal
polska,pol<>ska
autour,auto<>u<>r
bəllidir,bəllidi<>r
plakatı,pla<>katı
uzmanlık,uzmanlı<>k
yovşan,yovş<>a<>n
deyzanda,deyzan<>d<>a
sənədi,sən<>ə<>di
kartofu,kar<>tofu
nadiren,nadire<>n
gündə,gün<>də
qoyanda,qoy<>and<>a
yükləyib,yük<>ləyib
işapur,işap<>u<>r
mahir,mah<>ir
ayıda,ayıd<>a
nəzər,nəz<>ər
işləmişd,işl<>ə<>mişd
maneədi,man<>eəd<>i
qurtarsa,qur<>tars<>a
kazak,kaz<>ak
ənqadi,ənqa<>d<>i
dərhal,dər<>ha<>l
ilişgi,ilişg<>i
usulüne,usulü<>n<>e
borqu,bor<>q<>u
ultel,ulte<>l
otaqda,otaqd<>a
urartuca,urartuc<>a
protezi,pro<>tez<>i
gelir,gel<>i<>r
qorqut,qor<>qut
oldumba,oldumb<>a
numunəs,numunə<>s
ümidimi,ümidim<>i
minəli,min<>əl<>i
kurmuştu,kur<>muşt<>u
mammadov,mammad<>o<>v
novosti,novos<>t<>i
karpuz,kar<>puz
tükdilli,tükdil<>l<>i
türban,tür<>ba<>n
abaev,abae<>v
pbss,pbs<>s
paşabank,paşaban<>k
çağından,çağınd<>a<>n
kaldıran,kal<>dıran
bbszdə,bbsz<>d<>ə
almanlar,alm<>a<>nlar
yaşi,yaş<>i
mənfi,mən<>fi
rusça,rusç<>a
ugim,ugi<>m
tapın,tap<>ın
tağara,tağar<>a
geliyor,gel<>i<>yor
metr,met<>r
güləhmə,gül<>əhmə
kuranıp,kur<>anıp
teletaş,tel<>eta<>ş
harsson,harss<>o<>n
ruthenya,ruthen<>y<>a
konfran,kon<>fran
pratik,prati<>k
bölgələr,böl<>gələr
gambiya,gambi<>y<>a
ailsin,ails<>i<>n
şolaver,şolave<>r
fatihin,fatih<>i<>n
kayalığa,kay<>alığ<>a
əsasları,əsa<>sları
abayınla,abayın<>l<>a
qoşula,qoş<>ula
faizədək,faizəd<>ə<>k
badara,badar<>a
olmağına,olm<>a<>ğına
konqresə,kon<>qresə
hzırlşn,hzırlş<>n
teroru,ter<>or<>u
görüşən,gör<>ü<>şən
tampon,tam<>po<>n
islamın,islamı<>n
adların,adl<>a<>rın
deyəcəyi,dey<>əcəyi
olmam,olm<>a<>m
birdi,bir<>di
qolcuk,qolcu<>k
bilgem,bil<>gem
amayılov,amayıl<>o<>v
mehbarə,mehbar<>ə
çəki,çək<>i
icann,ican<>n
dbli,dbl<>i
yaşad,yaş<>a<>d
atsızın,atsız<>ı<>n
klaipda,klaipd<>a
dəyirman,dəy<>i<>rman
norması,normas<>ı
arenaya,arenay<>a
etsinlə,etsinl<>ə
qalxaraq,qal<>xara<>q
etmemiş,etm<>emiş
teröre,ter<>öre
neticede,neticed<>e
əbilzadə,əbilza<>d<>ə
pomidor,pomido<>r
taninin,tan<>ini<>n
legendn,legend<>n
daşdığı,daşdı<>ğ<>ı
təsviri,təs<>viri
səbədən,səbəd<>ə<>n
kurumlar,kur<>u<>mlar
xəttinin,xəttini<>n
nümunvi,nüm<>unv<>i
doğan,doğ<>an
müddet,müd<>det
salnamə,sal<>namə
bulax,bul<>ax
təməlini,təm<>əlini
girm,gir<>m
gancanin,gancani<>n
çıkış,çık<>ış
terazide,ter<>azid<>e
biliniyo,bil<>i<>niyo
alkollü,alkoll<>ü
yoxlayan,yoxlaya<>n
yalandan,yalanda<>n
abdalın,abdalı<>n
atmadan,atmada<>n
tərpənə,tər<>pənə
zəhəddin,zəhədd<>i<>n
vyanada,vyana<>d<>a
nemin,nemi<>n
fərdin,fər<>din
öyrəşən,öyr<>əşə<>n
igidov,igido<>v
grmsson,grmss<>o<>n
simini,sim<>ini
maaşını,maaşın<>ı
closed,close<>d
biro,bir<>o
yaptığı,yap<>tığı
miktarda,miktard<>a
dönemki,dön<>emk<>i
israfını,israfı<>n<>ı
sevinci,sev<>i<>nci
sardes,sar<>de<>s
artımın,art<>ı<>mın
görklü,gör<>kl<>ü
turşsu,tur<>şsu
girem,gir<>em
antautda,antaut<>d<>a
müsəlman,müs<>əlman
bilal,bil<>al
srtm,srt<>m
dərddir,dər<>ddi<>r
fildişi,fil<>diş<>i
bölünmüş,böl<>ü<>nmüş
aşxımdan,aşxımd<>a<>n
styrke,styrk<>e
halna,hal<>na
qızana,qızan<>a
subatanı,subata<>n<>ı
bucher,buche<>r
gelmese,gel<>mese
sdeninin,sdenin<>i<>n
dışarıda,dışarıd<>a
kaytan,kayt<>a<>n
ibarəsi,ibarəs<>i
kasabası,kasabas<>ı
gileydir,gileyd<>i<>r
baxıram,bax<>ıra<>m
küsmüş,küsmü<>ş
apreldə,apreld<>ə
düzəlmiş,düz<>əlmiş
zekice,zekic<>e
terinin,terin<>i<>n
mövzuyla,möv<>zuyl<>a
cnnn,cnn<>n
höccəti,höccə<>t<>i
normadan,normad<>a<>n
premyera,pre<>myera
çıxmaqda,çıx<>maqda
edilirdi,edi<>l<>irdi
demird,dem<>ird
kaşqay,kaşqa<>y
resmi,res<>mi
keçsə,keç<>sə
qaçmadı,qaçmad<>ı
bakaşova,bak<>aşova
bayraqi,bay<>raqi
mahalli,mah<>alli
tanmaq,tan<>ma<>q
ağırlama,ağırlam<>a
yovuşmaz,yovuşma<>z
edison,edi<>so<>n
bayati,bay<>ati
sild,sil<>d
aynalar,aynala<>r
kamizm,kam<>iz<>m
kamera,kam<>era
soxax,soxa<>x
alnmamas,alnmama<>s
imzal,imz<>a<>l
olabili,ola<>bili
nargizin,nargiz<>i<>n
sədası,sədas<>ı
surüsi,surü<>s<>i
etniğe,etniğ<>e
oxumalar,oxu<>malar
drdini,drdin<>i
inkrda,inkrd<>a
başlığın,baş<>l<>ığın
maqalda,maqal<>d<>a
tzyiq,tzyi<>q
drayaau,drayaa<>u
artırmaq,art<>ı<>rmaq
güngör,gün<>gö<>r
targi,tar<>gi
gəldini,gəl<>dini
bitkilər,bit<>kilər
görürlə,gör<>ü<>rlə
mərək,mər<>ək
lucia,luci<>a
culfanı,culfan<>ı
görmelik,gör<>meli<>k
tarifi,tar<>i<>fi
tahtası,tahtas<>ı
canavar,can<>avar
haydat,hay<>dat
uzadaca,uza<>dac<>a
olayım,ola<>yım
polu,pol<>u
generali,gen<>erali
daşından,daş<>ında<>n
çuxanlı,çuxan<>l<>ı
yalınlık,yalınlı<>k
hidrolik,hidrol<>i<>k
artışa,art<>ı<>şa
maonun,maon<>u<>n
pişkin,pişk<>i<>n
sorunudu,sor<>unud<>u
yanaşmış,yan<>aşmış
dəfdə,dəfd<>ə
euraca,eurac<>a
xəritəyə,xəritəy<>ə
jahre,jahr<>e
tapacaqd,tap<>acaqd
girovla,gir<>ovla
ariyord,ariyo<>r<>d
qoyması,qoy<>ması
manatına,man<>atın<>a
amadu,amad<>u
armalar,armal<>a<>r
soyuttur,soy<>uttu<>r
tərəfdən,tər<>ə<>fdən
desktop,deskto<>p
elmlərin,elmləri<>n
kontu,kon<>tu
ötüken,ötüke<>n
qismətdə,qismətd<>ə
toreba,tor<>eb<>a
yazdıkça,yaz<>dıkç<>a
arta,art<>a
güşəsi,güşəs<>i
kosta,kost<>a
kaldığı,kal<>dığ<>ı
loqonun,loqon<>u<>n
saytın,say<>tın
əyilərək,əyilər<>ə<>k
sabahtan,sabaht<>a<>n
kalaşlar,kalaşl<>a<>r
tempdə,tempd<>ə
birlıik,bir<>lıi<>k
yokmuyd,yokmuy<>d
sarmaşıq,sar<>maşıq
dolanaca,dol<>anac<>a
gedəndən,gedənd<>ə<>n
bitirib,bit<>irib
adjara,adja<>r<>a
kortox,kor<>tox
kats,kat<>s
minir,min<>ir
kalanını,kal<>anın<>ı
bitmesi,bit<>mesi
açarsa,açars<>a
günüdü,gün<>üdü
setmerde,setmer<>d<>e
arpanın,arpan<>ı<>n
şancı,şanc<>ı
ağliyer,ağliye<>r
tapara,tap<>ara
kurucus,kur<>u<>cus
qanlar,qan<>lar
mesleği,mes<>leği
xerki,xerk<>i
mdilbazi,mdilbaz<>i
belləri,bellə<>r<>i
sarınərə,sar<>ınər<>ə
məcbür,məcbü<>r
yoksund,yoksun<>d
millimiz,mil<>l<>imiz
çökmüştü,çökmüşt<>ü
şarapla,şarapl<>a
beridze,beridz<>e
hallerde,hal<>lerd<>e
balans,bal<>ans
gedənmi,gedənm<>i
yardın,yar<>dın
barbados,bar<>bado<>s
sinor,sin<>or
asaak,asaa<>k
yayoi,yay<>o<>i
taipeide,taipeid<>e
tarnak,tar<>na<>k
saytlara,say<>tlara
yüzyılla,yüz<>yılla
kısımda,kısımd<>a
paşalığı,paşalığ<>ı
yaraland,yar<>a<>land
nmobil,nmob<>i<>l
adaletli,ada<>letl<>i
yandi,yan<>di
saldım,sal<>dım
bilahare,bil<>ahar<>e
daşınır,daş<>ı<>nır
saikıyla,saikıy<>l<>a
iştahası,iştahas<>ı
qutani,qutan<>i
konuma,kon<>u<>ma
gelişmek,gel<>i<>şmek
adalara,ada<>lara
sabirjan,sabirj<>a<>n
halka,hal<>ka
visne,visn<>e
yetkili,yet<>kili
kəsild,kəs<>ild
katibinə,kat<>ibin<>ə
alapi,ala<>p<>i
huanyan,huany<>a<>n
sağın,sağ<>ın
üyedir,üyedi<>r
seriyası,ser<>iyası
verməzsə,ver<>məzs<>ə
sortu,sor<>tu
libaslar,libasl<>a<>r
gelirin,gel<>i<>rin
qurandan,qurand<>a<>n
artos,art<>os
ülfət,ülfə<>t
vahudiçi,vahudiç<>i
rusiyda,rusiyd<>a
markası,mar<>kası
etmişm,etm<>işm
girerken,girerk<>e<>n
balarkn,bal<>ark<>n
tıral,tıra<>l
doğuru,doğ<>uru
hinlikle,hinlik<>l<>e
avcılığı,avcılığ<>ı
dayanma,day<>a<>nma
proqram,pro<>qram
esareti,esaret<>i
buranin,bur<>ani<>n
zərdüşt,zər<>düşt
derdimi,der<>dimi
yazılış,yaz<>ı<>lış
çıkarlar,çık<>arlar
gülxar,gül<>xar
andante,andant<>e
cöhce,cöhc<>e
soruşur,sor<>uşur
qırıcı,qırıc<>ı
kalenin,kal<>eni<>n
girdə,gir<>də
hələlik,hələl<>i<>k
ceddi,cedd<>i
demə,dem<>ə
sevməyə,sev<>məy<>ə
kanaları,kanala<>r<>ı
çaqqa,çaqq<>a
dilap,dil<>ap
quranı,qur<>anı
yetcyi,yet<>cy<>i
kalmık,kal<>mık
ifaçıdır,ifaçıdı<>r
yugurjpg,yugurjp<>g
adamla,ada<>mla
köhnədən,köhnədə<>n
başarı,baş<>arı
nəçəlik,nəçəl<>i<>k
sırrın,sırr<>ı<>n
oxumanı,oxu<>man<>ı
çelevdi,çelev<>d<>i
soğdiana,soğdian<>a
pünhan,pünha<>n
keçdikcə,keç<>dikc<>ə
sürüden,sürüd<>e<>n
çıxanlar,çıx<>a<>nlar
paşalar,paşala<>r
sale,sal<>e
şərifin,şər<>ifi<>n
college,colleg<>e
canli,can<>li
tikilidə,tikilid<>ə
ailədir,ailədi<>r
qazandı,qaz<>a<>ndı
tükənmiş,tükənmi<>ş
özbəklər,özbəkl<>ə<>r
akıncını,akıncın<>ı
aparl,apa<>r<>l
qalın,qal<>ın
ilerici,ileric<>i
yser,yse<>r
unçal,unç<>a<>l
yayın,yay<>ı<>n
yetmiş,yet<>miş
asiyanın,asiyan<>ı<>n
çalxan,çal<>xa<>n
notda,notd<>a
tmənim,tməni<>m
dekabank,dekaban<>k
yanğısı,yan<>ğısı
duraraq,dur<>araq
ihvan,ihv<>a<>n
rozetta,rozett<>a
belarusu,bel<>arusu
marşıdı,mar<>şıd<>ı
bildirən,bil<>d<>irən
yöne,yön<>e
doğanın,doğ<>anı<>n
vətənini,vətənin<>i
giuseppe,giusepp<>e
şamaxılı,şamaxıl<>ı
boşdur,boşdu<>r
qarsen,qar<>se<>n
sləndiyi,sləndi<>y<>i
qayısa,qay<>ıs<>a
hikmtdn,hikmtd<>n
saytin,say<>ti<>n
səhmləri,səh<>mləri
savaşa,sav<>aşa
əmədəni,əmədə<>n<>i
viator,viato<>r
qalmış,qal<>mış
ərsoy,ərso<>y
kəsən,kəs<>ən
hərəkatı,hər<>əkatı
amacında,amacınd<>a
huşu,huş<>u
umanda,uman<>d<>a
yahudijə,yahudij<>ə
ölmesine,ölmesin<>e
tüniboş,tünibo<>ş
torpaq,tor<>paq
yolçu,yol<>çu
bizzat,bizz<>a<>t
sagirdi,sagir<>d<>i
axması,axmas<>ı
karzey,kar<>ze<>y
bayramı,bay<>ramı
strtji,strtj<>i
araştırm,ara<>ş<>tırm
yükselen,yük<>s<>elen
fəxriyar,fəxriya<>r
vəzirə,vəz<>irə
kurulunu,kur<>u<>lunu
gəlirə,gəl<>irə
zizdirs,zizdir<>s
kavede,kaved<>e
ulster,ulst<>e<>r
çatanda,çat<>and<>a
düşük,düş<>ü<>k
musiqidi,mus<>iqidi
qoşunlar,qoş<>unlar
dövrədə,döv<>rəd<>ə
aykido,aykid<>o
bağlaya,bağ<>l<>aya
atanmış,ata<>nmış
alaska,ala<>sk<>a
kqniyazi,kqniyaz<>i
dəlux,dəlu<>x
bbvb,bbv<>b
bakamaz,bak<>amaz
kalmıştı,kal<>mışt<>ı
rtlrindn,rtlrind<>n
bilmiri,bil<>m<>iri
kayanlar,kayanl<>a<>r
sarkın,sar<>kın
çeynemek,çeynem<>e<>k
həmham,həm<>ha<>m
ederim,ederi<>m
islemek,islem<>e<>k
sarçi,sar<>ç<>i
malıni,mal<>ıni
jinping,jinpi<>n<>g
naandish,naandis<>h
kazimli,kaz<>iml<>i
artırma,art<>ı<>rma
ordusını,ordusı<>n<>ı
hayın,hay<>ın
kliridis,kliridi<>s
jaipala,jaipa<>l<>a
keçəndə,keç<>ənd<>ə
büroma,bürom<>a
alandan,ala<>ndan
futuna,futun<>a
giyecek,giyec<>e<>k
alixan,alix<>a<>n
sizlərin,sizlər<>i<>n
bütçenin,bütçen<>i<>n
keçəlin,keç<>əli<>n
talaxoş,talaxo<>ş
paranus,par<>anus
alətinin,alətin<>i<>n
uçilişin,uçiliş<>i<>n
çıkardı,çık<>ardı
silind,sil<>ind
öniçün,öniç<>ü<>n
tutduqca,tut<>duqc<>a
şöhrtli,şöhrt<>l<>i
çəkəcəyi,çək<>əcəy<>i
sürətl,sür<>ətl
peşavar,peşava<>r
olurla,olu<>rla
bahadur,bahadu<>r
əlaqə,əla<>qə
yaxalı,yax<>alı
verrk,ver<>rk
stay,sta<>y
qurması,qur<>ması
gücüylə,güc<>üylə
fatoğlu,fatoğ<>l<>u
ybicki,ybic<>k<>i
döndü,dön<>dü
buraxan,bur<>a<>xan
abdnin,abdn<>i<>n
drfulya,drful<>y<>a
barın,bar<>ın
veiri,veir<>i
buzuna,buzun<>a
anmaya,anmay<>a
veriblə,ver<>i<>blə
məzun,məz<>un
etməni,etm<>ə<>ni
poladın,pol<>adı<>n
dubinka,dubin<>k<>a
fujivara,fujivar<>a
qazına,qaz<>ına
etməmiş,etm<>ə<>miş
ecole,ecol<>e
nlerin,nleri<>n
artmışdı,art<>mışd<>ı
şarabı,şarab<>ı
yaylı,yay<>lı
genish,gen<>is<>h
qütbləri,qütblər<>i
savurdu,sav<>urdu
küsmeye,küsmey<>e
verərsə,ver<>ərs<>ə
şvili,şvil<>i
gözəldir,gözəld<>i<>r
orqora,orqor<>a
vujuda,vuju<>d<>a
bölgede,böl<>gede
esata,esat<>a
russkaya,russka<>y<>a
diləyi,dil<>əyi
öztürk,öztür<>k
rışkan,rışk<>a<>n
yetərik,yet<>ərik
sürdüğü,sür<>düğ<>ü
davam,dav<>am
deməzlə,dem<>əzl<>ə
iyenin,iyen<>i<>n
deməynən,deməyn<>ə<>n
qoymaqla,qoy<>maql<>a
yorğunam,yorğuna<>m
tellinin,tellin<>i<>n
anatoli,ana<>toli
besüt,besü<>t
əkbərli,əkbərl<>i
mükfattı,mükfat<>t<>ı
daşımaq,daş<>ı<>maq
salmaq,sal<>maq
olmas,olm<>a<>s
dağıdılı,dağ<>ı<>dılı
kitabəm,kit<>a<>bəm
yeni,yen<>i
orazla,orazl<>a
musayeva,mus<>ayev<>a
tövlənin,tövlən<>i<>n
ohasan,ohas<>a<>n
tökmüşlə,tökmüş<>l<>ə
matramaz,matrama<>z
ənnağı,ənna<>ğ<>ı
özrə,özr<>ə
ancestry,ancestr<>y
salmanlı,sal<>manl<>ı
istila,ist<>i<>la
sonalar,sonal<>a<>r
turks,tur<>ks
ideyasın,ide<>yasın
ağsunu,ağsun<>u
əliyusi,əli<>yusi
davamı,dav<>amı
səbinə,səbin<>ə
içici,içic<>i
ilnmsi,ilnm<>s<>i
ketesi,ketes<>i
dağlara,dağ<>lara
turşun,tur<>şun
kardeşi,kar<>deşi
bankadan,bankad<>a<>n
daldirma,daldir<>m<>a
bölümünə,böl<>ü<>münə
oxuyura,oxu<>yura
görmürsə,gör<>mürs<>ə
vliler,vlil<>e<>r
şahının,şahın<>ı<>n
fərt,fər<>t
olmağla,olm<>ağl<>a
yaşaduği,yaş<>a<>duği
pedalda,pedald<>a
doğandan,doğand<>a<>n
seçilən,seç<>i<>lən
bigeyi,bige<>y<>i
teleraf,tel<>e<>raf
sevil,sev<>i<>l
çabaladı,çabalad<>ı
əşyanın,əşyan<>ı<>n
istemiş,ist<>e<>miş
qomaret,qomare<>t
tavırdı,tavırd<>ı
əvünə,əvü<>n<>ə
başıayıb,baş<>ıayı<>b
kızinan,kızin<>a<>n
soldan,solda<>n
elmlri,elmlr<>i
otelində,otelin<>d<>ə
qazaxlar,qaz<>a<>xlar
aleni,alen<>i
akatça,akatç<>a
reqionun,reqionu<>n
seçimle,seç<>i<>mle
vəcihə,vəcih<>ə
zərrabi,zər<>rab<>i
bağıran,bağ<>ıran
sursatla,sursatl<>a
mazayos,mazayo<>s
haqıında,haqıın<>d<>a
pipanur,pipan<>u<>r
prorab,pro<>ra<>b
ökel,öke<>l
heftçala,heftça<>l<>a
katlama,kat<>lam<>a
əhəsənov,əhəsən<>o<>v
günşin,günş<>i<>n
beşiği,beşiğ<>i
alınması,alı<>n<>ması
yönüyle,yönüy<>l<>e
yollanır,yol<>lanır
thierry,thierr<>y
qarayazı,qar<>ayaz<>ı
sapphire,sapphir<>e
keçn,keç<>n
tavanın,tavanı<>n
əndazə,əndaz<>ə
szczyglo,szczygl<>o
riyasət,riyasə<>t
demişdir,dem<>işdir
duzlu,duzl<>u
şüarına,şüarı<>n<>a
doğumlu,doğ<>umlu
halkçı,hal<>kç<>ı
baldur,bal<>dur
hayli,hay<>l<>i
lanlar,lanl<>a<>r
hetmat,hetm<>a<>t
əkilməsi,əkilməs<>i
qorxars,qor<>xars
ipye,ipy<>e
krokus,kroku<>s
təsvirçi,təs<>virç<>i
klavye,klavy<>e
olmaqdır,olm<>aqdı<>r
batumdan,batumd<>a<>n
çəpiş,çəpi<>ş
ordendi,ordend<>i
avenue,avenu<>e
toprağı,top<>rağı
burquli,bur<>qul<>i
qarşısı,qar<>ş<>ısı
qarışsı,qar<>ışs<>ı
etgisini,etgisi<>n<>i
dudquna,dudqu<>n<>a
tapılı,tap<>ılı
yeminin,yemin<>i<>n
əlimdə,əli<>md<>ə
duymax,duy<>max
çatandan,çatand<>a<>n
iplyam,iplya<>m
seçimde,seç<>i<>mde
atacağı,ata<>cağı
tutarkən,tutark<>ə<>n
azayeva,aza<>yeva
görmüştü,gör<>müşt<>ü
şölənlər,şölənl<>ə<>r
ürünüdü,ürünüd<>ü
türe,tür<>e
snka,snk<>a
kitelli,kitel<>l<>i
konseye,kon<>s<>eye
arxının,arxın<>ı<>n
bulurken,bulurk<>e<>n
riqada,riqad<>a
günbatan,günbat<>a<>n
vahalara,vahala<>r<>a
sözümüz,söz<>ümüz
please,pleas<>e
seçkilər,seç<>kilər
ətməgin,ətməg<>i<>n
surxay,surxa<>y
belucice,bel<>ucic<>e
məslək,məs<>lək
vermesi,ver<>mes<>i
işlərdən,işl<>ə<>rdən
sahibdir,sah<>ibdir
bölürlə,böl<>ürl<>ə
bardlar,bardl<>a<>r
bozcaada,bozcaa<>d<>a
birər,bir<>ər
əlincə,əli<>ncə
eysxed,eysxe<>d
zsibel,zsibe<>l
şurabad,şuraba<>d
çıxmay,çıx<>may
yaşamalı,yaş<>a<>malı
danışdı,dan<>ı<>şdı
uzundərə,uzundər<>ə
oldugunu,oldugun<>u
petrolün,petrolü<>n
tamamilə,tam<>amil<>ə
gənirə,gənir<>ə
support,suppor<>t
yıllarca,yıllarc<>a
keçilird,keç<>i<>lird
ithafen,ithafe<>n
klanlara,klanla<>r<>a
açanda,açand<>a
yünlü,yünl<>ü
qalaca,qal<>aca
resifi,res<>if<>i
doğuda,doğ<>uda
gorbaçov,gorbaç<>o<>v
konuşur,kon<>u<>şur
danma,dan<>ma
xəritədə,xəritəd<>ə
xalçası,xalças<>ı
veriyord,ver<>i<>yord
